REPLICATE,LEFT_MODEL,RIGHT_MODEL,MCC_DELTA
8,max_synergy_path_10q,quantum_iqp_zz_linear,0.005351096609032713
8,stable_synergy_path_10q,quantum_iqp_zz_linear,0.02969988755064734
8,max_synergy_path_20q_duplicate,quantum_iqp_zz_linear,-0.032021081279472396
8,max_synergy_path_20q_complementary,quantum_iqp_zz_linear,0.04408237921370067
8,stable_synergy_path_20q_duplicate,quantum_iqp_zz_linear,0.03549204576795989
8,stable_synergy_path_20q_complementary,quantum_iqp_zz_linear,0.034772262424104916
8,max_synergy_path_10q,rbf_matched,0.013756549233421511
8,stable_synergy_path_10q,rbf_matched,0.03810534017503614
8,max_synergy_path_20q_duplicate,rbf_matched,-0.023615628655083598
8,max_synergy_path_20q_complementary,rbf_matched,0.05248783183808947
8,stable_synergy_path_20q_duplicate,rbf_matched,0.04389749839234869
8,stable_synergy_path_20q_complementary,rbf_matched,0.043177715048493714
8,max_synergy_path_10q,random_forest,-0.040441779217620155
8,stable_synergy_path_10q,random_forest,-0.016092988276005527
8,max_synergy_path_20q_duplicate,random_forest,-0.07781395710612526
8,max_synergy_path_20q_complementary,random_forest,-0.0017104966129521948
8,stable_synergy_path_20q_duplicate,random_forest,-0.010300830058692978
8,stable_synergy_path_20q_complementary,random_forest,-0.011020613402547952
9,max_synergy_path_10q,current_order_10q,-0.009207030504769897
9,stable_synergy_path_10q,current_order_10q,0.01913543773554105
9,max_synergy_path_20q_duplicate,current_order_20q_duplicate,-0.13545589495049348
9,max_synergy_path_20q_complementary,current_order_20q_complementary,0.004657376608429464
9,stable_synergy_path_20q_duplicate,current_order_20q_duplicate,-0.005511105497050972
9,stable_synergy_path_20q_complementary,current_order_20q_complementary,0.004894796005987578
9,max_synergy_path_10q,quantum_iqp_zz_linear,-0.009207030504769897
9,stable_synergy_path_10q,quantum_iqp_zz_linear,0.01913543773554105
9,max_synergy_path_20q_duplicate,quantum_iqp_zz_linear,-0.12042652125466935
9,max_synergy_path_20q_complementary,quantum_iqp_zz_linear,0.01452101320395427
9,stable_synergy_path_20q_duplicate,quantum_iqp_zz_linear,0.009518268198773161
